views,likes,
2138174,89177,
2462981,104183,
1712446,83557,
2605199,115488,
3000627,121329,
3433125,116233,
3286767,102021,
2305253,93365,
1684608,79706,
1662747,67322,
3381633,125237,
5465112,147829,
2201798,96136,
1532802,62097,
2184645,105536,
2197256,94038,
2592757,96623,
4480092,117483,
2598629,95743,
1983545,72586,
2334787,73104,
1556405,67239,
3333699,108744,
1835161,64558,
2359498,101710,
2570406,74007,
3973994,106201,
2569776,72538,
3603446,107221,
3339433,82213,
2109051,83055,
2083832,94205,
1853128,88776,
2971375,103002,
3047505,97286,
2590108,84305,
2487320,96113,
6502466,97983,
3714123,107692,
3483179,97649,
3595000,111984,
2467978,85907,
3268951,97218,
2904295,104496,
2077197,71029,
6566223,176829,
3995463,144166,
1646634,52642,
3148812,105328,
2030910,84163,
2822367,91921,
3237163,181680,
3630536,94377,
2097157,81749,
4445757,146362,
2867096,94975,
4045019,123619,
3947269,111642,
3024175,106452,
2304894,100359,
4428809,151504,
5003903,125525,
2743538,112560,
3178669,95713,
3798022,116657,
3054636,95091,
4342002,124348,
6214662,118896,
4260873,117132,
4678353,157591,
4821396,169323,
2101760,67473,
2984155,87449,
3376423,79755,
2628284,93674,
5736427,136292,
2470133,98902,
3966561,99266,
3277862,112309,
3374632,103599,
2217988,99848,
3419529,110779,
1740327,60458,
2154511,88195,
4138929,129717,
2156691,74828,
2346123,92994,
4301830,124402,
1805894,64655,
3083078,113537,
2501018,100100,
4065894,123754,
5647744,131821,
2041262,64936,
3064042,110623,
2181286,93542,
5691201,129905,
2975265,108799,
4209682,91653,
2071308,74574,
1804491,92692,
3744802,136621,
4185094,168137,
3121326,127886,
5682391,138929,
3503717,107958,
1765392,71228,
3970805,95265,
5559659,138919,
7293592,139888,
1680545,73017,
4392481,109495,
3939497,115045,
2898518,101711,
2155797,83225,
6393333,191940,
1814251,82087,
4074830,115708,
4021790,117993,
2350696,100295,
2399969,89194,
5259663,170369,
2503193,112924,
1987077,86921,
3161791,102155,
1615956,72507,
2176979,97359,
2678762,99976,
2476980,92783,
2877567,101605,
2443387,94744,
2115123,90988,
1668355,80191,
3238960,113550,
2616111,94709,
2274367,92375,
2004944,72568,
3915241,127231,
2096182,78859,
2318012,92763,
2795961,103318,
5155822,121024,
3556116,106307,
4526406,122200,
2419400,86094,
3407773,118139,
4892588,126333,
7724299,179940,
2614156,99334,
1634095,79581,
6146554,139320,
3185391,113571,
4913256,112192,
3530283,136894,
1815426,82267,
3853336,140070,
2086764,87296,
3895310,103775,
3039184,110619,
3294171,113671,
2115958,85945,
4452275,136460,
2394729,98824,
2295458,95204,
2279836,95452,
3503418,110157,
2358166,101631,
2878769,102450,
2579113,114701,
4167873,140491,
2533226,93605,
4012333,146545,
3107444,93231,
2770537,112144,
3069265,108370,
2564622,116137,
2849689,107315,
3534981,125833,
6035149,120056,
2893656,96401,
5409825,140617,
2088102,88675,
2372445,109705,
3112365,98114,
5594460,121184,
2966274,106993,
3343359,129939,
1958477,89206,
3802156,93121,
4409680,116273,
2264608,144007,
4000035,123029,
3426561,143761,
3832922,129899,
3190041,115921,
4702622,135733,
2156279,81063,
3670161,133814,
1992948,89206,
3205165,100140,
7460383,164830,
5333450,161657,
2887079,111249,
2929192,122928,
2115879,88514,
4131212,107547,
2538583,79950,
3379463,116817,
5439920,147112,
5289107,131019,
2630192,96810,
3093221,87928,
3943413,110130,
3566431,96466,
3075151,106556,
2295006,94689,
2450418,97871,
3179137,125837,
3466628,162475,
6391858,129182,
3429495,109407,
2308531,98571,
4107183,108941,
6009349,107764,
4772343,141192,
3369504,97601,
3100685,121495,
2274322,95922,
4334510,142925,
3473872,127601,
3359092,101608,
4638009,120223,
4201252,139086,
2217020,99645,
2545976,82701,
5014138,145536,
6602620,212343,
4673998,119285,
3165470,103838,
3394285,119911,
3997362,132427,
5601912,110116,
6300219,159646,
5000556,132982,
4042620,145073,
2784857,121623,
4380459,118672,
4703734,145673,
4755255,122080,
7285094,148370,
3520696,140624,
3934807,101374,
3842904,123915,
12231757,195291,
4945798,209469,
5240424,154410,
2679174,153037,
5960244,192906,
3583571,124511,
4496395,125496,
14165502,392734,
2656931,106136,
2030038,92504,
1836719,84169,
2676013,118057,
3022976,102409,
3057111,94361,
2361993,102891,
2177956,105379,
3206205,147290,
7357615,181740,
4669610,145290,
3581096,117299,
2490596,237872,
2188014,89317,
7479655,150844,
9112870,184200,
7494482,208139,
3201962,111337,
2328535,110273,
3984201,137690,
3103495,147679,
4099333,134864,
4796076,155716,
2161296,117304,
4297236,138675,
2840663,336219,
2450031,112883,
2914754,113871,
5497844,156445,
2608734,108576,
3302302,121951,
4580093,121998,
12681300,163581,
6446999,125907,
3494704,90768,
3337825,131141,
3368409,143381,
2794086,100926,
2789887,114505,
6362951,184628,
1978073,75951,
2641747,96208,
2973644,117733,
2589338,92401,
3126474,101909,
7876875,184028,
2619867,107118,
2324010,96977,
2369319,119014,
2809695,97140,
2856638,103946,
3498169,140143,
5617553,156311,
3364408,115542,
1641243,113955,
4029386,155750,
4377417,124806,
5169321,134229,
3427824,107005,
3695307,115505,
2372905,132799,
2002716,87224,
5138954,170417,
2216943,101080,
5090926,132563,
6986516,161737,
2457092,130135,
1998756,67881,
3353846,113977,
2656811,121463,
4995517,127736,
6136118,168188,
3202631,133151,
3030201,116264,
3628320,110150,
6852665,162088,
3672880,107575,
4937635,139435,
3565061,126178,
3640458,89696,
2397918,107962,
3649249,112675,
1841753,96197,
2441639,135773,
2689230,120069,
5872582,129578,
3351936,113015,
5756270,172300,
5567393,176437,
2530514,106988,
2815255,122746,
5496819,131291,
2479720,117598,
5977297,153477,
2892555,80783,
2353286,103396,
2452190,119635,
3873914,135525,
3897389,142005,
3617736,97321,
3487539,121167,
2748985,111915,
2206377,110854,
8997825,161177,
5164336,116072,
5405507,159593,
2635444,114480,
2110519,96407,
3053435,139108,
5699725,142376,
2489962,92905,
3727382,132214,
3775442,113963,
4223959,121690,
3323710,131682,
1208071,60340,
3461599,121990,
4385619,78865,
6823594,148135,
7946976,165084,
3390073,116027,
3713276,141053,
2594584,111231,
4322492,128049,
5884734,140489,
6054449,124487,
2465039,99077,
3913425,129065,
3017199,189626,
3092726,97775,
1935653,106144,
5098539,114616,
4884637,116841,
2603512,91806,
3074533,136314,
2178007,107691,
2698701,101040,
8230230,190314,
3507122,108485,
3187170,115798,
2802676,143655,
2888475,93354,
3687934,121263,
5277736,169213,
1993882,110230,
2989177,112064,
2758155,117477,
5072506,141995,
3519560,124687,
9596136,183374,
5539798,161319,
2766767,95564,
2801829,123457,
6150145,118078,
4618967,131280,
3600048,138701,
6183861,116557,
3971222,132845,
7815856,184624,
3488813,150754,
5846235,139408,
6850037,156931,
5202625,139679,
8935565,121168,
5394179,162130,
3439252,86696,
3416175,103320,
4570529,146499,
2528330,126836,
3097666,96751,
1910319,81727,
3669388,149041,
2205002,75306,
3496300,113437,
5671461,161975,
6724795,152611,
2582558,106780,
3691008,148102,
4559554,110420,
2840625,102743,
6063947,173810,
2728396,100760,
9148191,125483,
3139051,118474,
4597585,135943,
5514725,139640,
7446157,141087,
1692687,61778,
6673656,155490,
9506575,173032,
9116276,175074,
8030104,181119,
4264,66,
177721,1654,
147633,1172,
232945,1999,
127969,1096,
84370,592,
56403,436,
31458,188,
98033,754,
220127,1807,
289404,2733,
86855,769,
235451,2136,
131848,924,
70925,593,
41373,279,
662958,4920,
525979,3868,
90379,828,
152576,1012,
510552,3896,
132448,1006,
264291,1816,
109247,862,
298419,2330,
411365,3866,
332529,2340,
177184,1308,
608517,4529,
481872,3623,
127452,856,
362225,2710,
54081,320,
101883,687,
338119,2290,
750090,5011,
400920,2901,
407859,2781,
380373,2720,
207184,1354,
169934,1124,
332762,2478,
288808,1954,
110317,634,
326796,2150,
7699,60,
265035,1665,
410048,2693,
437629,2935,
176659,1126,
356769,2731,
349488,2376,
287944,1705,
534318,3470,
253015,1713,
396720,2451,
313198,2118,
600977,3773,
332041,2112,
435192,3167,
162810,1246,
462531,3332,
196964,1415,
212849,1530,
289643,2030,
374014,2934,
416712,2686,
361076,2575,
495552,3099,
452278,3302,
177189,1232,
215069,1503,
189735,1307,
245072,1523,
355255,2566,
477516,3238,
987028,5198,
379590,2627,
403689,3071,
392022,2713,
195764,1329,
770376,4318,
301620,2124,
259273,1798,
256592,1622,
335121,2314,
77008,491,
343917,2538,
239295,1531,
218476,1581,
377261,2440,
412745,2972,
549415,3201,
392681,2307,
299241,2043,
146797,903,
199640,1397,
213132,1650,
147690,928,
185727,1197,
471137,2953,
227936,1665,
267757,1768,
233867,1682,
213247,1572,
282692,2050,
321803,2132,
291553,1932,
321698,2160,
163179,1172,
309813,2262,
284562,1946,
74584,537,
172783,1209,
281878,2015,
395475,2517,
248876,1634,
377221,2413,
270273,1703,
256044,1845,
223537,1749,
173270,1178,
5986,58,
371272,2514,
346300,2383,
13540,103,
784955,4903,
192761,1517,
230616,1764,
336827,2228,
240482,1642,
392092,2542,
366654,2442,
223944,1547,
224555,1529,
91883,562,
313719,2215,
270317,1945,
45159,364,
594027,3757,
247972,1717,
11231,96,
28335,167,
731353,3930,
657999,4196,
393737,2645,
340723,2085,
598005,3870,
13000,99,
487608,3023,
361700,2372,
16188,149,
321425,2089,
222076,1413,
23227,151,
198235,1303,
135671,1077,
55162,500,
21120,193,
344509,2290,
636289,4128,
376753,2617,
255097,1617,
322243,2031,
29012,216,
269922,1854,
351529,2414,
231775,1602,
345245,2271,
238190,1523,
435892,2821,
169640,1109,
93150,783,
301412,1992,
442936,3122,
475141,2892,
82478,550,
90180,721,
357562,2454,
551678,3280,
148946,929,
140966,1000,
17778,94,
255465,1764,
493421,3198,
361321,2457,
335228,2247,
203099,1348,
272313,1790,
10518,85,
17471,89,
357441,2405,
44604,323,
346517,2306,
13251,129,
477168,3119,
331267,2260,
291723,1890,
270539,1908,
272545,1945,
424640,2852,
513929,3579,
316003,2376,
22730,181,
916474,6068,
349181,2565,
290210,2120,
259587,1949,
45648,323,
19383,166,
557294,4111,
343889,2510,
875544,5785,
289427,1958,
142213,1038,
294552,2253,
561740,4154,
634960,4943,
284680,2191,
45306,322,
599175,4428,
3321951,19814,
185824,1352,
203320,1523,
26013,201,
961919,8118,
408720,2892,
452517,3433,
333940,2357,
294520,2174,
346740,2588,
254251,1905,
1098639,5719,
391464,2752,
330599,2271,
416325,2582,
327747,2426,
340555,2819,
19294,171,
377143,2981,
199723,1581,
355756,2639,
419309,2940,
454149,3350,
40858,185,
259370,1904,
326752,2379,
398331,2852,
6544,78,
47467,374,
578303,4066,
704819,4771,
529342,3724,
570652,3615,
200421,1417,
73260,455,
384639,2785,
300125,2320,
395240,2769,
544072,4087,
253383,1763,
61271,429,
253488,1870,
469030,3144,
415794,3005,
260955,2012,
446873,3138,
382096,2890,
454149,3038,
418482,3054,
310979,2114,
381232,2447,
330738,2364,
602396,3932,
1307032,8112,
325644,2113,
403360,2690,
285478,1896,
451968,2993,
560307,3743,
467277,3187,
416194,2934,
670677,4396,
341048,2440,
314274,2269,
255410,1635,
878411,5955,
425761,2622,
659189,4324,
1170735,9327,
116991,804,
450753,3230,
264143,1853,
236711,1775,
196689,1550,
220161,1596,
285603,2178,
734616,4590,
450209,3194,
505795,3404,
412769,3147,
173250,1292,
264711,2101,
240194,1963,
564599,4846,
370766,3041,
261435,1860,
295017,2381,
321398,2466,
256706,2034,
174461,1387,
331849,2839,
335684,2593,
317598,2251,
230095,1772,
257960,2206,
147070,1105,
270491,2032,
364741,2815,
369641,2930,
432802,3340,
330470,2452,
306199,2517,
365175,2867,
306080,2620,
296005,2356,
839847,5777,
429787,3120,
734476,4238,
289236,2477,
364174,2524,
302861,2273,
220515,1718,
159825,1289,
326320,2611,
475619,3219,
260630,2106,
304115,2314,
481704,3209,
238896,1908,
227767,1884,
249692,2038,
294745,2301,
419783,3108,
260255,2035,
582206,3667,
277631,2159,
231566,1739,
320105,2483,
259305,2194,
323371,2622,
617943,4266,
357126,2908,
400032,2866,
290957,2247,
379695,2887,
21295,120,
390001,2905,
323626,1665,
773525,5164,
333738,2600,
279015,2364,
248021,2033,
386926,2891,
422051,3019,
369946,3092,
360536,3138,
493320,3419,
443728,3639,
331616,2447,
303155,2615,
283884,2107,
676471,5056,
70619,478,
336692,2717,
469143,3865,
415634,2903,
286208,2301,
527198,3697,
329114,2598,
431070,3179,
565232,3803,
277344,2125,
373813,2879,
258989,2123,
232120,1809,
180261,1468,
219961,1839,
22426,191,
514622,3844,
369395,3152,
17881,158,
351863,2571,
868531,5877,
385008,3092,
263350,2186,
368981,2817,
14843,148,
530057,4173,
249263,1934,
376590,3044,
613476,5229,
85407,660,
468959,3958,
297237,2693,
419899,3454,
371573,2964,
199389,1829,
224036,2028,
217347,2001,
356238,3094,
331546,2994,
423903,3556,
227246,1885,
323784,2800,
203820,1858,
325563,2811,
285030,2506,
385690,3283,
334744,2581,
268270,2162,
251200,2078,
276355,2514,
250756,2132,
229559,1960,
345244,2923,
244734,2091,
354908,2937,
202731,1904,
207210,1834,
311505,2740,
272937,2449,
135895,1210,
299868,2619,
243144,2233,
286180,2753,
276211,2324,
415820,4761,
202322,1692,
62460,271,
346942,2659,
30828,769,
321776,2617,
337468,2743,
243344,2139,
467554,3198,
439583,3593,
90431,738,
806900,6101,
297307,2521,
415482,2789,
537228,3830,
275755,2394,
205084,1749,
465398,3660,
363409,3171,
362411,3135,
298793,2458,
229518,2110,
321052,2856,
732288,5470,
901411,7638,
57321,494,
391798,3168,
444690,3753,
539979,4379,
469833,4067,
1008829,7555,
685842,6280,
402937,3106,
306209,2225,
399446,3124,
530908,4516,
819168,6297,
437801,3891,
255010,2032,
328320,2514,
1170596,7511,
405111,3751,
373624,3392,
489840,3735,
578512,4852,
546326,4584,
489622,3908,
574380,4433,
359692,3000,
445774,3892,
419886,3318,
1740208,12850,
136444,1141,
240205,1949,
241560,2062,
176623,1421,
337966,3062,
300130,2595,
158456,1359,
363500,3444,
261939,2134,
3420,156,
54182,4181,
142792,14950,
10869,782,
14270,868,
51446,6172,
20197,1315,
87072,8470,
9471,330,
83425,7483,
20778,1613,
1948,120,
257047,22384,
20506,1626,
722,33,
0,90,
226939,22254,
13983,568,
61365,1921,
158925,13650,
287525,23703,
12618,310,
18878,1556,
63863,3056,
23462,1109,
152492,14967,
14080,259,
8743,243,
18768,357,
9350,370,
11085,365,
567439,17583,
111079,8046,
14989,509,
24668,1168,
1545765,26508,
2306854,24386,
20547,534,
128034,5773,
3887850,29672,
14860,400,
33697,2880,
14726,523,
26818,2780,
18585,910,
88820,8527,
8590,276,
17736,1826,
9319,320,
46105,4305,
8989,232,
132459,13564,
16189,499,
36123,3661,
5163,76,
9176,602,
42893,3788,
4035,44,
21359,654,
48016,4890,
78711,6837,
45130,1999,
117581,12019,
108520,10656,
13291,539,
183015,18036,
14989,519,
73228,7615,
79849,6795,
37345,2745,
135051,13512,
13034,543,
62149,5761,
12692,823,
17239,879,
69757,7667,
10203,503,
82173,7487,
6411,383,
14741,587,
41462,4748,
10630,829,
8208,315,
80162,7501,
15042,921,
13204,427,
54695,6222,
11211,412,
26646,3005,
75840,6820,
40859,5513,
14353,796,
107504,10607,
19590,953,
8955,525,
30296,1377,
125993,11624,
48070,4184,
20644,863,
92192,9643,
188333,17922,
14443,866,
18412,818,
5507,337,
16898,503,
88971,9414,
7389,466,
17404,1120,
16271,599,
111047,11259,
7567,474,
15248,485,
107479,11304,
27496,1207,
11654,473,
167214,16400,
10443,414,
48815,3443,
16810,709,
5451,468,
7803,456,
16538,1338,
36765,2219,
116059,12752,
12400,566,
118379,11265,
9319,1044,
5979,317,
100251,8856,
14696,1026,
21144,772,
151004,14771,
13513,464,
48429,4057,
3725,47,
20368,1046,
2907,48,
18505,1557,
20407,1138,
17556,937,
3147,40,
41039,1202,
70978,5706,
23833,2380,
3633,44,
3945,380,
8267,325,
75458,7544,
6695,675,
167745,10717,
17519,474,
15123,265,
10005,1009,
90439,6806,
4827,440,
4837,179,
142738,12762,
19226,2071,
29919,2005,
9562,407,
90994,6855,
52201,2452,
23584,1446,
18693,580,
69263,5582,
12104,631,
62290,2902,
155856,19013,
23401,968,
134624,14424,
27058,650,
83776,7558,
55992,2406,
82940,9558,
27816,1379,
10673,579,
245135,22795,
11817,450,
89567,7451,
9226,460,
75539,9164,
18269,1455,
18876,748,
263936,25047,
10802,309,
63354,5468,
69727,2212,
70965,8860,
12666,474,
29520,971,
204812,6789,
141812,13574,
15368,711,
136757,12566,
74218,3281,
113884,15427,
11631,357,
20870,654,
137456,12872,
12932,468,
89828,7848,
104812,5356,
59392,7072,
28602,986,
233846,21118,
17397,1032,
43689,2750,
116914,11254,
22966,780,
69260,8020,
17368,806,
29156,1636,
117885,13268,
18041,695,
98708,10361,
75280,3882,
74147,9811,
18966,983,
28113,1426,
15616,764,
161627,14351,
26032,1928,
49118,3911,
74949,9083,
23753,582,
48563,1615,
16014,1145,
87405,8787,
16428,664,
126017,11946,
93840,5174,
51756,6298,
16670,1134,
14002,1135,
5615,852,
122666,10230,
57918,4242,
62990,7910,
8808,633,
143619,13127,
6488,497,
142683,11786,
34850,2801,
57987,6943,
15665,1484,
7357,662,
69064,7916,
4150,232,
25076,2126,
36488,3383,
90584,9097,
63325,8586,
11289,904,
3345,241,
4208,301,
4930,299,
77343,9357,
281290,15359,
4872,454,
19274,1648,
65197,8162,
55249,3810,
200462,20410,
64434,7602,
67842,8363,
14078,1015,
236556,21885,
30871,2262,
65640,7681,
15831,980,
8020,584,
10017,466,
10224,674,
253866,27765,
67411,6806,
75909,9792,
5393,420,
16097,1228,
49514,4858,
69754,8156,
7019,469,
168165,19980,
17377,1322,
10986,1082,
61782,8298,
5165,301,
159241,14650,
408595,46265,
5210,358,
65985,5934,
17017,1528,
67098,7739,
7204,502,
126449,13449,
116461,12778,
5731,407,
81008,7286,
7397,597,
5511,369,
4908,381,
6499,818,
286700,24549,
25306,1926,
135700,15585,
22667,1966,
110097,11446,
9038,534,
8387,655,
5612,407,
383070,35875,
5488,649,
92093,8351,
3845,266,
3816,213,
25323,1703,
67715,7514,
15182,1222,
2807,239,
5324,328,
25348,2230,
875589,75527,
7543,540,
622127,36944,
36056,2983,
77712,8595,
6267,435,
89675,8499,
6381,533,
122395,9754,
179940,14362,
41603,2617,
82678,9095,
7337,658,
25815,2367,
18040,1918,
70954,8138,
74119,6126,
5024,405,
143942,14450,
42810,4022,
6442,477,
87216,8217,
95497,12765,
74059,8914,
51991,3649,
20817,1866,
117490,13167,
62844,4597,
8268,528,
78807,5715,
67332,7334,
139815,14626,
34403,3707,
323861,21425,
74116,6233,
12182,929,
56258,4614,
17858,2275,
77678,8814,
89852,7626,
10251,920,
171432,16762,
39183,3582,
5613,454,
112149,8905,
57168,6030,
69840,8664,
83720,7668,
47602,2673,
133933,11098,
216950,23048,
164646,25876,
7416,607,
111309,9991,
9491,952,
61877,7653,
98083,10162,
3609,325,
128202,12190,
18663,1394,
5086,369,
79094,6591,
41962,2243,
25569,2583,
84574,11032,
10937,839,
28353,3268,
17862,1751,
16436,1400,
4191,391,
64603,3561,
101751,8848,
60460,7516,
76136,10043,
8372,633,
143058,11472,
13530,952,
4061,366,
144658,12462,
15914,1828,
106458,13176,
5237,403,
7138,531,
229547,20359,
14094,1065,
1011399,119976,
5917,436,
179667,16681,
17558,2300,
165399,15860,
82246,9344,
10946,761,
4294,450,
4941,325,
110410,11600,
13260,1176,
7366,589,
1218507,113154,
11370,1095,
5499,489,
187983,14557,
60495,6776,
99732,12089,
24679,2549,
18300,1883,
4379,342,
3431,357,
59544,4695,
12176,1269,
13486,1493,
5925,380,
109157,12569,
85931,9322,
12776,924,
78217,7923,
91633,7591,
3696,301,
9248,680,
62421,6219,
341167,26608,
11771,584,
76381,6968,
45492,5089,
85026,9471,
6865,476,
142769,13394,
156894,9086,
103682,10218,
58754,6073,
95705,10820,
5782,428,
15780,1337,
4162,257,
72443,4899,
87077,9756,
141194,14561,
138321,10347,
13318,1414,
40142,5437,
85850,10930,
4480,290,
8009,583,
90467,7311,
6534,283,
122219,9659,
10597,852,
89182,9114,
9417,741,
208496,17194,
7253,526,
8397,794,
5472,529,
8579,663,
4547,368,
3766,255,
55209,5001,
6947,610,
4638,471,
10843,1022,
107920,12409,
229028,18027,
8747,693,
19678,1044,
3912,339,
127761,11393,
55449,6330,
63957,6293,
7132,492,
5217,453,
16871,934,
11091,827,
123276,11981,
4130,365,
54656,3163,
14781,1199,
201799,22773,
764287,64392,
11003,1065,
82603,8809,
81557,1586,
42396,1359,
410393,9355,
44719,1427,
38961,1330,
393410,8275,
228769,4883,
77774,1771,
490449,10785,
85471,2761,
78275,1763,
549623,10959,
65958,1632,
73982,2236,
428738,10404,
130990,2507,
115300,2723,
576397,12240,
238572,3637,
99040,3802,
439426,9342,
311931,4900,
107146,2870,
601552,11603,
93279,2267,
311198,5455,
616195,12374,
82009,1885,
1537430,15564,
487937,11207,
558637,6813,
111027,2760,
524602,9090,
145135,3513,
525271,13054,
492819,9903,
92918,1727,
126721,3748,
440727,10633,
220756,3794,
72991,2478,
513530,9574,
110815,2312,
292629,7552,
190442,2530,
1422883,16401,
921528,15280,
329857,7276,
293188,4907,
432599,10697,
122865,3191,
137146,4045,
600870,10861,
300980,3948,
127416,2984,
627538,12190,
1484110,56291,
88403,2344,
742467,13231,
893449,13129,
121739,2667,
955751,15825,
100641,2232,
175036,5306,
1148231,20623,
151045,3011,
145513,4357,
801707,14438,
137278,2985,
180143,4155,
677976,14523,
120034,3402,
125252,2759,
1171101,18767,
134476,3515,
88696,3096,
466359,8955,
167697,4310,
100667,2982,
1259889,20618,
383292,7715,
67693,1940,
170485,3733,
1048170,15914,
114851,5166,
113597,2539,
420389,11886,
105673,3295,
82083,1983,
808967,14291,
782693,18333,
363316,5171,
779131,12797,
136553,3015,
127551,2810,
1058544,17958,
118194,3484,
152877,3766,
963592,15414,
316318,6680,
126154,3337,
606451,12045,
137944,4161,
385869,7098,
562168,11177,
167770,2873,
147179,3529,
573966,10564,
401565,6552,
138432,3277,
864723,19114,
220508,7171,
127114,4259,
1836379,25505,
653327,13685,
510413,9375,
633204,12502,
114889,5307,
224828,6165,
802069,12759,
202934,4670,
185579,3140,
912139,16805,
164551,3327,
767060,10403,
784761,16458,
499457,4474,
97561,2529,
553230,11107,
1516299,25281,
104031,2537,
855388,14476,
626504,8526,
112780,1992,
750372,12299,
1229094,22611,
180989,3640,
1182880,20405,
1939193,25349,
196975,5105,
888197,14860,
302205,5868,
849732,20626,
847787,15263,
273156,3599,
287821,4293,
932651,15106,
529720,6180,
116042,3355,
1074447,18036,
315426,6587,
391735,5166,
2258546,27077,
597509,12844,
618628,11629,
862862,15061,
235693,5006,
117547,2938,
1617841,20612,
401039,9188,
819098,14032,
1070904,18108,
1017267,19039,
261733,5714,
1091974,16965,
224096,4640,
1019485,14475,
2005827,28942,
397695,6511,
633654,9944,
1337293,22396,
163391,4689,
179882,3783,
1110118,17567,
1739506,20903,
811943,13910,
741126,14331,
207925,4392,
294665,6056,
680335,11355,
161360,3858,
357425,4195,
1284988,23114,
842753,20429,
8430500,125514,
958111,14106,
2232508,59672,
905197,18798,
1788384,28845,
483332,10391,
446817,5961,
1143750,17147,
855847,5573,
913490,14180,
926497,15348,
136305,3747,
156389,2571,
1533857,24172,
163263,2542,
131562,3556,
1111371,16652,
168196,5188,
87332,2643,
839504,16317,
141377,4237,
113085,2252,
949248,17329,
280010,5499,
125717,2544,
985168,14733,
1422975,29565,
219842,3503,
1115466,21901,
1026529,16246,
203655,3287,
872195,13752,
119955,2456,
155400,3179,
1195457,18989,
176594,2499,
1222581,31088,
836219,14164,
115536,3016,
586216,12438,
852838,13308,
1048469,14721,
596636,6801,
956985,14341,
235935,2826,
1658850,25355,
972703,14784,
221469,3437,
337940,10617,
776926,13510,
428711,14252,
130044,2585,
1512307,22049,
1863927,16096,
549134,10182,
1137254,18514,
245429,3935,
133756,2597,
898632,13799,
147391,3431,
150961,2807,
329768,5716,
379970,5687,
2320994,38001,
695599,12008,
149189,3106,
151727,2265,
2194721,30775,
557162,8058,
1811943,20876,
2139696,26974,
1128790,11071,
223603,4989,
1267734,16967,
5878690,58618,
1067076,15432,
1405558,21517,
266457,6512,
205568,3500,
1331475,19753,
1174174,17219,
241344,8032,
208765,3774,
1706261,22610,
183916,3074,
3328923,54025,
880985,12523,
265823,5786,
382285,5950,
947421,14302,
179227,2527,
116695,3556,
1204500,20493,
451804,8832,
308926,4318,
903662,13879,
538337,5943,
1819855,20671,
2086978,29920,
438922,9451,
107802,2617,
783157,14486,
166329,3529,
358010,5560,
1470509,21768,
437940,10443,
178311,3117,
1524642,22663,
330531,7296,
2392949,87634,
1074173,16781,
2148782,24027,
231415,6346,
3330733,45329,
188051,3299,
3918876,49624,
1160580,17477,
99377,3568,
388929,7007,
2050522,25876,
243996,6173,
5187633,55623,
1397099,22303,
433204,6189,
267730,5052,
684608,12098,
185544,4318,
501280,6684,
1120379,15005,
3297958,49833,
396229,5690,
1188572,19059,
202503,6077,
402555,7222,
1570114,20853,
214935,4434,
976190,20126,
939453,13806,
267552,4049,
459046,7672,
1957704,24142,
304273,5603,
169201,3606,
1219922,21929,
2344808,48221,
1004274,25628,
1209367,15746,
1401004,27492,
434221,10384,
1852003,22414,
655155,10009,
274578,6299,
815912,13056,
198835,3855,
483743,8885,
3234276,38801,
158201,4304,
289489,7475,
1115787,18186,
182050,3738,
2075676,32109,
1090981,15444,
395505,4950,
548347,9642,
1817513,25017,
360044,6692,
141815,3062,
1971754,29030,
287131,5926,
436265,9250,
1178846,18892,
197249,3701,
351622,5751,
1055126,19951,
2265993,93567,
263899,4404,
1016980,16888,
2619700,101003,
873386,11702,
1527317,17875,
1638361,24763,
312365,6848,
2220179,22344,
795646,14169,
379415,8415,
2386418,27042,
182708,3888,
1097049,24637,
981452,15151,
343724,6684,
1798750,40497,
1752775,26160,
190965,3771,
203836,3453,
2104321,31226,
726536,11126,
296723,4597,
1494394,20084,
3856154,60980,
490914,10578,
1657119,22288,
662404,7939,
210787,3570,
1747615,22328,
172354,3577,
583693,7803,
971123,16528,
196968,3375,
601389,6491,
884547,15188,
146926,2580,
631399,6688,
1070775,16175,
208831,3985,
740729,6122,
2904812,34378,
313180,4255,
523924,10144,
3157142,46819,
497533,7204,
194930,5181,
943077,15366,
778930,19410,
1715218,23195,
629558,10313,
943374,14713,
3361945,34257,
3323170,42890,
592588,11976,
343053,6827,
1107940,24833,
443665,7894,
166860,2904,
818513,13045,
196916,3234,
350110,5081,
1395278,22233,
330191,4338,
347511,6169,
1102334,15611,
324740,6811,
357554,4869,
992400,13550,
1399069,9332,
651087,8208,
1769864,25148,
722819,7793,
1052959,12521,
2346180,31596,
1713339,21459,
337740,8865,
1530095,19270,
283255,4970,
932405,8611,
1982659,27067,
853196,21599,
354971,4921,
692024,12018,
466524,7573,
339268,8581,
2054561,25002,
296041,4467,
366793,9159,
1915497,26573,
271027,4258,
197264,3664,
1330378,19707,
164719,3840,
288752,4597,
1696071,21003,
1551575,21432,
233453,4899,
1354801,18857,
295356,6031,
296490,5439,
1360594,19944,
191072,4508,
947699,16141,
199248,3971,
1254145,15574,
307825,6272,
628695,11481,
926921,13737,
218351,5793,
319650,6226,
1040590,15249,
145973,3078,
860163,21377,
1229962,17773,
528726,9714,
190855,4075,
1662376,20627,
237200,5989,
482756,7483,
1324142,20762,
279558,7311,
2163246,19635,
1342732,18457,
566806,7118,
208249,3946,
2502417,28667,
334745,7029,
175751,3289,
1856255,22039,
201637,3022,
165040,3470,
1472482,22081,
327720,4515,
1207346,15673,
143761,3063,
729403,13272,
166339,3112,
414351,10006,
1211169,18720,
432366,7895,
